"","ID","title"
"4623",4623,"The effect of highway on spatial distribution and daily activity of mammals"
"4624",4624,"Relative effects of recreational activities on a temperate terrestrial wildlife assemblage"
"4625",4625,"Large carnivores as potential predators of sun bears"
"4626",4626,"Assessing large mammal and bird richness from camera-trap records in the Hukaung valley of Northern Myanmar"
"4627",4627,"Population density estimates and conservation concern for clouded leopards Neofelis nebulosa, marbled cats Pardofelis marmorata and tigers Panthera tigris in Htamanthi Wildlife Sanctuary, Sagaing, Myanmar"
"4628",4628,"Utilisation of gravel roads and roadside forests by the common palm civet (Paradoxurus hermaphroditus) in Sabah, Malaysia"
"4629",4629,"Rediscovery of Otters on the Tsushima Islands, Japan by Trail Cameras"
"4630",4630,"Potentiality and limitations of N-mixture and Royle-Nichols models to estimate animal abundance based on noninstantaneous point surveys"
"4631",4631,"Landscape-scale estimation of forest ungulate density and biomass using camera traps: Applying the REST model"
"4632",4632,"Estimating animal density without individual recognition using information derivable exclusively from camera traps"
"4633",4633,"Assessment of landscape-scale distribution of sympatric great apes in African rainforests: Concurrent use of nest and camera-trap surveys"
"4634",4634,"Distribution and habitat use of the endangered Dhole Cuon alpinus (Pallas, 1811) (Mammalia: Canidae) in Jigme Dorji National Park, western Bhutan"
"4635",4635,"Dissimilar responses of the Gray brocket deer (Mazama gouazoubira), Crab-eating fox (Cerdocyon thous) and Pampas fox (Lycalopex gymnocercus) to livestock frequency in subtropical forests of NW Argentina"
"4636",4636,"Local forest proportion and proximity to large forest patches are important for native mammal conservation in Dry Chaco agroecosystems"
"4637",4637,"Bayesian nonparametric inference for the overlap of daily animal activity patterns"
"4638",4638,"Spatial patterns of mammal occurrence in forest strips surrounded by agricultural crops of the Chaco region, Argentina"
"4639",4639,"Population status of terrestrial mammals’ in two protected areas in the west central region of Costa Rica [Estado poblacional de mamíferos terrestres en dos áreas protegidas de la región central occidental de Costa Rica]"
"4640",4640,"Ecology and conservation of ungulates in the lacandon forest, Mexico"
"4641",4641,"A small neighborhood well-organized: seasonal and daily activity patterns of the community of large and mid-sized mammals around waterholes in the Gobi Desert, Mongolia"
"4642",4642,"Seasonal and daily activity of bait utilization by various animal species in the context of the ASF spread in the forest environment [Sezonowa i dzienna dynamika wykorzystania nȩcisk przez różne gatunki zwierząt w kontekście możliwości rozprzestrzeniania ASF w środowisku leśnym]"
"4643",4643,"Climbing Behavior of Northern Red-Backed Voles (Myodes rutilus) and Scansoriality in Myodes (Rodentia, Cricetidae)"
"4644",4644,"How do predators and scavengers locate resource hotspots within a tropical forest?"
"4645",4645,"Uncovering the vertebrate scavenger guild composition and functioning in the Cerrado biodiversity hotspot"
"4646",4646,"Water for African elephants (Loxodonta africana): Faecal microbial loads affect use of artificial waterholes"
"4647",4647,"One or two cameras per station? Monitoring jaguars and other mammals in the Amazon"
"4648",4648,"New ecological information for the Black Tinamou (Tinamus osgoodi hershkovitzi)"
"4649",4649,"‘Branching’ with complex coarse woody debris reduces herbivory on recovering erosion scalds"
"4650",4650,"Animal movement affects interpretation of occupancy models from camera-trap surveys of unmarked animals"
"4651",4651,"Implementing and monitoring the use of artificial canopy bridges by mammals and birds in an indonesian agroforestry environment"
"4652",4652,"Impact of weather conditions, seasonality and moonlight on the use of artificial canopy bridges by nocturnal arboreal mammals"
"4653",4653,"Translocation of Gunnison's prairie dogs from an urban and suburban colony to abandoned wildland colonies"
"4654",4654,"New record of the chacoan peccary, catagonus wagneri (Rusconi, 1930) (artiodactyla, tayassuidae), in santiago del estero, argentina"
"4655",4655,"Feeding site usage by griffon vultures (gyps fulvus) in Bulgaria revealed by camera traps"
"4656",4656,"Searching for rare and secretive snakes: Are camera-trap and box-trap methods interchangeable?"
"4657",4657,"Misidentification error associated with classifications of white-tailed deer images"
"4658",4658,"Limitations of recreational camera traps for wildlife management and conservation research: A practitioner’s perspective"
"4659",4659,"Megafires attract avian scavenging but carcasses still persist"
"4660",4660,"Mammal species composition and habitat associations in a commercial forest and mixed-plantation landscape"
"4661",4661,"Using camera traps and digital video to investigate the impact of aethina tumida pest on honey bee (apis mellifera adansonii) reproduction and ability to keep away elephants (loxodonta africana cyclotis) in Gamba, Gabon"
"4662",4662,"Camera traps to study the forest elephant's (loxodonta cyclotis) response to chilli pepper repellent devices in Gamba, Gabon"
"4663",4663,"Response of wildlife to bush thinning on the north central freehold farmlands of Namibia"
"4664",4664,"Effects of temporary closure of a national park on leopard movement and behaviour in tropical Asia"
"4665",4665,"Tiger density, dhole occupancy, and prey occupancy in the human disturbed Dong Phayayen – Khao Yai Forest Complex, Thailand"
"4666",4666,"Abundance estimation from multiple data types for group-living animals: An example using dhole (Cuon alpinus)"
"4667",4667,"Occurrence of Three Felids across a Network of Protected Areas in Thailand: Prey, Intraguild, and Habitat Associations"
"4668",4668,"Density estimation of Asian bears using photographic capture-recapture sampling based on chest marks"
"4669",4669,"The overlap of sympatric sun bears and Asiatic black bears in space and time"
"4670",4670,"New records and southern range extension of the Annamite striped rabbit Nesolagus timminsi in Vietnam"
"4671",4671,"Camera-trap evidence that the silver-backed chevrotain Tragulus versicolor remains in the wild in Vietnam"
"4672",4672,"Efficacy of camera traps in detecting primates in Hue Saola Nature Reserve"
"4673",4673,"Getting the big picture: Landscape-scale occupancy patterns of two Annamite endemics among multiple protected areas"
"4674",4674,"A large mammal survey in Koyli Alpha Community Wildlife Reserve and its surroundings in the Great Green Wall extension area in Senegal"
"4675",4675,"Assessment of the monitoring of ground-dwelling mammals in northern western Port, Victoria"
"4676",4676,"Creeping in the night: What might ecologists be missing?"
"4677",4677,"A comparison of horizontal versus vertical camera placement to detect feral cats and mustelids"
"4678",4678,"Dual aerial 1080 baiting operation removes predators at a large spatial scale"
"4679",4679,"An evaluation of systematic versus strategically-placed camera traps for monitoring feral cats in New Zealand"
"4680",4680,"Human presence and human footprint have non-equivalent effects on wildlife spatiotemporal habitat use"
"4681",4681,"Re-establishment of the Mediterranean monk seal Monachus monachus in Cyprus: Priorities for conservation"
"4682",4682,"Combining citizen science and recreational hunters to monitor exotic ungulates and native wildlife in a protected area of northeastern Argentina"
"4683",4683,"camtrapR: an R package for efficient camera trap data management"
"4684",4684,"Assessing analytical methods for detecting spatiotemporal interactions between species from camera trapping data"
"4685",4685,"Does polymorphism make the Asiatic golden cat the most adaptable predator in the Eastern Himalayas?"
"4686",4686,"Vegetation phenology can be captured with digital repeat photography and linked to variability of root nutrition in Hedysarum alpinum"
"4687",4687,"Monitoring plant condition and phenology using infrared sensitive consumer grade digital cameras"
"4688",4688,"Small carnivores of the montane forests of Eravikulam National Park in the Western Ghats, India"
"4689",4689,"Floral visitors of Kluai Bua Si Som (Musa rubra - Musaceae): An ornamental plant in Thailand"
"4690",4690,"Effectiveness of different herbivore exclusion strategies for restoration of an endangered rainforest community"
"4691",4691,"First photographic record of the Rusty-spotted Cat Prionailurus rubiginosus (I. Geoffroy Saint-Hilaire, 1831) (Mammalia: Carnivora: Felidae) in Horton Plains National Park, Sri Lanka"
"4692",4692,"Identifying Individual Jaguars and Ocelots via Pattern-Recognition Software: Comparing HotSpotter and Wild-ID"
"4693",4693,"Influence of light and mechanical stimuli on behavior of locust"
"4694",4694,"Assessing the activity of deer and their influence on vegetation in a wetland using automatic cameras and low altitude remote sensing (LARS)"
"4695",4695,"The influence of periodic increases of human activity on crepuscular and nocturnal mammals: Testing the weekend effect"
"4696",4696,"Leopard density estimation within an enclosed reserve, namibia using spatially explicit capture- recapture models"
"4697",4697,"Carnivore Use of Avocado Orchards across an Agricultural-Wildland Gradient"
"4698",4698,"Mammals of the Boston Harbor Islands: Permanent and Ephemeral Residents"
"4699",4699,"Roads as ecological traps for giant anteaters"
"4700",4700,"Avoiding verisimilitude when modelling ecological responses to climate change: The influence of weather conditions on trapping efficiency in European badgers (Meles meles)"
"4701",4701,"Activity patterns and spatial co-occurrence of sympatric mammals in the moist temperate forest of the Kashmir Himalaya, India"
"4702",4702,"Density of leopard in a moist-temperate forest of western Himalaya, India"
"4703",4703,"A deep active learning system for species identification and counting in camera trap images"
"4704",4704,"A survey of mid and large bodied mammals in Núcleo Caraguatatuba, Serra do Mar State park, Brazil [Mastofauna de Médio e Grande Porte na Núcleo Caraguatatuba, Parque Estadual Serra do Mar, SP, Brasil]"
"4705",4705,"Population characteristics and management of the long-nosed potoroo (Potorous tridactylus) in high-quality habitat in the Southern Highlands of New South Wales"
"4706",4706,"Comparison of density estimation methods for mammal populations with camera traps in the Kaa-Iya del Gran Chaco landscape"
"4707",4707,"Relative efficacy of chew card and camera trap indices for use in hedgehog and rat monitoring"
"4708",4708,"Testing automated sensor traps for mammal field studies"
"4709",4709,"Benzene waste operations NESHAP compliance using optical gas imaging"
"4710",4710,"Mangrove and peat swamp forests: Refuge habitats for primates and felids"
"4711",4711,"Reproduction success in European badgers, red foxes and raccoon dogs in relation to sett cohabitation"
"4712",4712,"Stronger together: comparing and integrating camera trap, visual, and dung survey data in tropical forest communities"
"4713",4713,"Dual 1080 bait switching for killing cereal-bait-shy possums"
"4714",4714,"Attempting local elimination of possums (and rats) using dual aerial 1080 baiting"
"4715",4715,"The Estimation Loss and Gain of Mammal Species Diversity due to Oil Palm Plantations: A Case Study of BPME Estate, Riau, Indonesia"
"4716",4716,"The beaver facilitates species richness and abundance of terrestrial and semi-aquatic mammals"
"4717",4717,"Survey of large and medium-sized terrestrial mammals in the Serra do Brigadeiro State Park, Minas Gerais, Brazil"
"4718",4718,"Common species affects the utility of non-invasive genetic monitoring of a cryptic endangered mammal: The bridled nailtail wallaby"
"4719",4719,"Snow Leopards: Biodiversity of the World: Conservation from Genes to Landscapes"
"4720",4720,"Evaluation of olfactory and visual cues to deter southern hairy-nosed wombats (Lasiorhinus latifrons) from their burrows"
"4721",4721,"Camera trapping reveals trends in forest duiker populations in African National Parks"
"4722",4722,"The Wildlife Picture Index: A Biodiversity Indicator for Top Trophic Levels"
"4723",4723,"Assessing mangrove restoration practices using species-interaction networks"
"4724",4724,"Camera trap arrays improve detection probability of wildlife: Investigating study design considerations using an empirical dataset"
"4725",4725,"Temporal Activity Levels of Mammals in Patches of Early Successional and Mature Forest Habitat in Eastern Connecticut"
"4726",4726,"Identifying Conservation Successes, Failures and Future Opportunities; Assessing Recovery Potential of Wild Ungulates and Tigers in Eastern Cambodia"
"4727",4727,"The effects of inter-fire interval on flora-fauna interactions in a sub-alpine landscape"
"4728",4728,"The distribution, habitat preference and population dynamics of the pale field-rat (Rattus tunneyi) at Edel Land, Shark Bay, Western Australia: The role of refuges and refugia in population persistence"
"4729",4729,"Understanding habitat co-occurrence and the potential for competition between native mammals and invasive wild pigs (Sus scrofa) at the northern edge of their range"
"4730",4730,"Investigating brown rat Rattus norvegicus egg predation using experimental nests and camera traps"
"4731",4731,"Activity and overlap among birds and mammals scavenging a bison carcass in shortgrass prairie"
"4732",4732,"The influence of human disturbance on occupancy and activity patterns of mammals in the Italian Alps from systematic camera trapping"
"4733",4733,"Spatial and temporal patterns of human avoidance by brown bears in a reintroduced population"
"4734",4734,"Poor management in protected areas is associated with lowered tropical mammal diversity"
"4735",4735,"When parks work: Effect of anthropogenic disturbance on occupancy of tropical forest mammals"
"4736",4736,"First spatially-explicit density estimate for a snow leopard population in the Altai Mountains"
"4737",4737,"Jaguar (Panthera onca) in the yungas of baritú national park, Argentina: Minimum density, daily activity, and potential prey. [Yaguaretés (Panthera onca) en las yungas del parque nacional baritú, Argentina: Densidad minima, actividad diaria, y potenciales presas]"
"4738",4738,"Southernmost records of dromiciops gliroides: Extending its distribution beyond the valdivian rainforest [Los registros más australes de dromiciops gliroides: Extendiendo su distribución más allá del bosque lluvioso valdiviano]"
"4739",4739,"Tree rubbing by Asian black bears (Ursus thibetanus) in conifer plantations in Okutama Mountain in Japan"
"4740",4740,"Marking behavior of Asiatic black bears at rub trees"
"4741",4741,"Review of some actual methods of storage, processing and analysis of data from camera traps in zoological research"
"4742",4742,"Application of camera traps to the study of a brown bear (Ursus Arctos) population in the central forest nature reserve"
"4743",4743,"Daily activity patterns of large and medium-sized mammals based on camera traps data in the central forest nature reserve, Valdai Upland, Russia"
"4744",4744,"Association of rodents with man-made infrastructures and food waste in Urban Singapore"
"4745",4745,"Differences in the activity pattern of the wild boar Sus scrofa related to human disturbance"
"4746",4746,"Inconsistent oxygen isotopic values between contemporary secreted septa and outer shell walls in modern Nautilus"
"4747",4747,"Puddle use by new caledonian rainforest birds"
"4748",4748,"Use of genetic tools to assess predation on reintroduced howler monkeys (Alouatta caraya) in Northeastern Argentina"
"4749",4749,"Who utilises bare-nosed wombat burrows?"
"4750",4750,"Temporal resource partitioning mediates vertebrate coexistence at carcasses: The role of competitive and facilitative interactions"
"4751",4751,"Abundance changes and activity flexibility of the oncilla, Leopardus tigrinus (Carnivora: Felidae), appear to reflect avoidance of conflict"
"4752",4752,"Using conditional circular kernel density functions to test hypotheses on animal circadian activity"
"4753",4753,"Medium-sized and large mammals of the cazumbá-iracema extractivist reserve, acre, Brazil"
"4754",4754,"Effects of landscape and patch attributes on the functional diversity of medium and large-sized mammals in the Brazilian Cerrado"
"4755",4755,"Medium- and large-sized mammals in forest remnants of the southern Cerrado: Diversity and ecology [Mamíferos de médio e grande porte em remanescentes florestais do sul do Cerrado: Diversidade e ecologia]"
"4756",4756,"Arboreal camera trapping for the Critically Endangered greater bamboo lemur Prolemur simus"
"4757",4757,"Variation in anti-predator behaviors of white-tailed deer (Odocoileus virginianus) in a multi-predator system"
"4758",4758,"Carcass type affects local scavenger guilds more than habitat connectivity"
"4759",4759,"Clustering-Based Threshold Model for Condition Assessment of Concrete Bridge Decks Using Infrared Thermography"
"4760",4760,"Recovery of tree and mammal communities during large-scale forest regeneration in Kibale National Park, Uganda"
"4761",4761,"Small mammal diversity is higher in infrequently compared with frequently burnt rainforest-savanna mosaics in the north Kimberley, Australia"
"4762",4762,"Elephant frugivory and wild boar seed predation of irvingia malayana, a large-fruited tree, in a rainforest of peninsular Malaysia"
"4763",4763,"Habitat-specific effectiveness of feral cat control for the conservation of an endemic ground-nesting bird species"
"4764",4764,"Common mammal species inventory utilizing camera trapping in the forests of Kouilou Département, Republic of Congo"
"4765",4765,"Comparing imaging, acoustics, and radar to monitor Leach’s storm-petrel colonies"
"4766",4766,"Unravelling the vertebrate scavenger assemblage in the Gobi Desert, Mongolia"
"4767",4767,"Changes in trap temperature as a method to determine timing of capture of small mammals"
"4768",4768,"First evidences of Amazonian wildlife feeding on petroleum-contaminated soils: A new exposure route to petrogenic compounds?"
"4769",4769,"Progress in the eradication of the feral cat (Felis catus) and recovery of the native fauna on Socorro Island, Revillagigedo Archipelago, Mexico"
"4770",4770,"Absence of Large and Presence of Medium-Sized Mammal Species of Conservation Concern in a Privately Protected Area of Rain Forest in Southeastern Mexico"
"4771",4771,"How reliable are motion-triggered camera traps for detecting small mammals and birds in ecological studies?"
"4772",4772,"Invasive Burmese pythons (Python bivittatus) are novel nest predators in wading bird colonies of the Florida Everglades"
"4773",4773,"Ecological and behavioral drivers of supplemental feeding use by roe deer capreolus capreolus in a peri-urban context"
"4774",4774,"Biologging and remote-sensing of behavior"
"4775",4775,"Impact of wild boars on the feeding behavior of smaller frugivorous mammals"
"4776",4776,"Effects of nonlethal tourist activity on the diel activity patterns of mammals in a National Park in Peninsular Malaysia"
"4777",4777,"The annual cycle of southern giant petrels macronectes giganteus in east antarctica"
"4778",4778,"CARACTERÍSTICAS DE AGUAJES ARTIFICIALES Y SU RELACIÓN CON EL USO POR LA FAUNA SILVESTRE EN COAHUILA, MÉXICO"
"4779",4779,"Bad news for bobtails: Understanding predatory behaviour of a resource-subsidised corvid towards an island endemic reptile"
"4780",4780,"Gambel's Quail Survey Variability and Implications for Survey Design in the Mojave Desert"
"4781",4781,"Hierarchical mark-recapture distance sampling to estimate moose abundance"
"4782",4782,"The habitat, ecological life conditions, and usage characteristics of the otter (Lutra lutra L. 1758) in the Balikdami Wildlife Development Area"
"4783",4783,"A cheap electronic sensor automated trap for monitoring the flight activity period of moths"
"4784",4784,"Influence of water availability in the presence and abundance of Tapirus bairdii in the Calakmul forest Campeche Mexico [Influencia de la disponibilidad de agua en la presencia y abundancia de Tapirus bairdii en la selva de Calakmul Campeche, México]"
"4785",4785,"Scoring body condition in wild baird’s tapir (Tapirus bairdii) using camera traps and opportunistic photographic material"
"4786",4786,"Skunks and gray foxes in a tropical dry region: casual or positive interactions?"
"4787",4787,"Abundance and activity patterns of medium-sized felids (Felidae, Carnivora) In Southeastern Mexico"
"4788",4788,"Abundance, herd size, activity pattern and occupancy of ungulates in Southeastern Mexico"
"4789",4789,"Band size, activity pattern and occupancy of the coati Nasua narica (Carnivora, Procyonidae) in the Southeastern Mexican rainforest"
"4790",4790,"Occupancy, relative abundance, and activity patterns of great cu-rassow (crax rubra) in southeastern Mexico"
"4791",4791,"Density and activity pattern of Leopardus wiedii and Leopardus pardalis at Sierra Norte of Oaxaca, Mexico"
"4792",4792,"Effect of anthropogenic activity on mammal activity patterns in two ecosystems"
"4793",4793,"Bird activity patterns in the understorey of an evergreen forest in Oaxaca, Mexico"
"4794",4794,"Density, distribution, and activity of the ocelot Leopardus pardalis (Carnivora: Felidae) in Southeast Mexican rainforests [Densidad, distribución y actividad del ocelote Leopardus pardalis (Carnivora: Felidae) en los bosques húmedos del sureste Mexicano]"
"4795",4795,"Diversity of large and medium sized land mammals of a subcaducifolious tropical forest of north eastern of Oaxaca, Mexico [Diversidad de mamíferos terrestres de talla grande y media de una selva subcaducifolia del noreste de Oaxaca, México]"
"4796",4796,"Medium and large mammals associated with the tropical dry forest of central Mexico [Mamíferos medianos y grandes asociados al bosque tropical seco del centro de México]"
"4797",4797,"New record of the red brocket deer mazama temama in the proximity of the tehuacán-cuicatlán biosphere reserve, Mexico [Primeros registros del temazate rojo mazama temama en áreas aledañas a la reserva de la a biosfera de tehuacán- cuicatlán, México]"
"4798",4798,"Record of the ocelot (Leoparduspardalis) in the State of Zacatecas, Mexico"
"4799",4799,"Biology and management of sarcoptic mange in wild Caprinae populations"
"4800",4800,"Resource partitioning of sympatric african wolves (Canis lupaster) and side-striped jackals (canis adustus) in an arid environment from West Africa"
"4801",4801,"Contribution of camera-trapping to the knowledge of Abrocoma boliviensis"
"4802",4802,"Small mammals from central Peruvian coast wetlands [Mamíferos pequeños de humedales de la costa central del Perú]"
"4803",4803,"A novel modelling framework to explicitly simulate predator interaction with poison baits"
"4804",4804,"The African lion: A long history of interdisciplinary research"
"4805",4805,"Differences in the dietary habits of Verreaux's Eagles Aquila verreauxii between peri-urban and rural populations"
"4806",4806,"Mitigating the Impact of Large Mammals on Wooden Electrical Distribution Poles in the Kruger National Park, South Africa"
"4807",4807,"Using distance sampling with camera traps to estimate the density of group-living and solitary mountain ungulates"
"4808",4808,"Space Use by Woolly Wolf Canis lupus chanco in Gangotri National Park, Western Himalaya, India"
"4809",4809,"A rare photographic record of Eurasian Otter Lutra lutra with a note on its habitat from the Bhagirathi Basin, western Himalaya, India"
"4810",4810,"Landscape connectivity and population density of snow leopards across a multi-use landscape in Western Himalaya"
"4811",4811,"Mammals of the Bhagirathi basin, Western Himalaya: Understanding distribution along spatial gradients of habitats and disturbances"
"4812",4812,"Recent records of dhole (Cuon alpinus, Pallas 1811) in Uttarakhand, Western Himalaya, India"
"4813",4813,"Range extension and high elevation record for the endangered woolly flying squirrel Eupetaurus cinereus in Western Himalaya, India"
"4814",4814,"Vertebrate florivory of vascular epiphytes: The case of a bromeliad [Florivores vertebrados de epífitas vasculares: O caso de uma bromélia]"
"4815",4815,"Large mammal richness in Llanganates National Park, Ecuador"
"4816",4816,"The utility of environmental DNA from sediment and water samples for recovery of observed plant and animal species from four Mojave Desert springs"
"4817",4817,"Estimating Mammalian Abundance Using Camera Traps in the Tropical Forest of Similipal Tiger Reserve, Odisha, India"
"4818",4818,"Records of the globally threatened rusty-spotted cat in Odisha, India"
"4819",4819,"Diet and activity pattern of leopard in relation to prey in tropical forest ecosystem"
"4820",4820,"Population Status and Activity Pattern of Smooth-coated Otter (lutrogale Perspicillata) in Bhitarkanika National Park, Odisha, Eastern India"
"4821",4821,"Occurrence and Activity Pattern of Endangered Dhole (Cuon alpinus) in Debrigarh Wildlife Sanctuary, Odisha, India"
"4822",4822,"Innovations in movement and behavioural ecology from camera traps: Day range as model parameter"
"4823",4823,"Assessing the camera trap methodologies used to estimate density of unmarked populations"
"4824",4824,"Estimating day range from camera-trap data: the animals’ behaviour as a key parameter"
"4825",4825,"Towards a best-practices guide for camera trapping: assessing differences among camera trap models and settings under field conditions"
"4826",4826,"Male Residency of Sunda Clouded Leopard Neofelis Diardi (Cuvier, 1823) (Mammalia: Carnivora: Felidae) in a Peat Swamp Forest, Indonesian Borneo"
"4827",4827,"Rapid Recolonisation of Feral Cats Following Intensive Culling in a Semi-Isolated Context"
"4828",4828,"Optimizing small mammal surveys in Neotropical fragmented landscapes while accounting for potential sampling bias"
"4829",4829,"Ecological correlates of mammal β-diversity in Amazonian land-bridge islands: from small- to large-bodied species"
"4830",4830,"Moving forward on the sampling efficiency of neotropical small mammals: insights from pitfall and camera trapping over traditional live trapping"
"4831",4831,"Impacts of rainforest fragmentation on the composition of ground-active vertebrate communities and their patterns of seed consumption"
"4832",4832,"A ‘dynamic’ landscape of fear: prey responses to spatiotemporal variations in predation risk across the lunar cycle"
"4833",4833,"Bats join the ranks of oxpeckers and cleaner fish as partners in a pest-reducing mutualism"
"4834",4834,"Giraffe bed and breakfast: Camera traps reveal Tanzanian yellow-billed oxpeckers roosting on their large mammalian hosts"
"4835",4835,"Behaviorally-mediated trophic cascade attenuated by prey use of risky places at safe times"
"4836",4836,"Evaluating relative abundance indices for terrestrial herbivores from large-scale camera trap surveys"
"4837",4837,"BoomBox: An Automated Behavioural Response (ABR) camera trap module for wildlife playback experiments"
"4838",4838,"Possible Extinction Vortex for a Population of Iberian Lynx on the Verge of Extirpation"
"4839",4839,"Preliminary survey on mammal and bird resources using camera traps in Wulingyuan World Natural Heritage Site, Hunan Province, China [武陵源世界自然遗产地兽类和鸟类多样性的红外相机初步监测]"
"4840",4840,"Beach Wrack Dynamics Using a Camera Trap as the Real-Time Monitoring Tool"
"4841",4841,"On the occurrence of the Himalayan Wolf Canis lupus, L. 1758 (Mammalia: Carnivora: Canidae) in the Gaurishankar Conservation Area, Nepal; its existence confirmed through sign and visual evidence in Rolwaling Valley"
"4842",4842,"Threats to the populations of two endemic brushturkey species in Indonesian New Guinea"
"4843",4843,"Contributions to the design of a methodology for the monitoring of the impacts of habitat fragmentation on biodiversity under an adaptive management approach on a pipeline project in the Lower Urubamba, Peru"
"4844",4844,"Patterns of spatiotemporal activity of an alien lagomorph inferred through camera-trapping"
"4845",4845,"Buffer zone use by mammals in a cerrado protected area [Uso da zona de amortecimento de uma unidade de conservação de cerrado por mamíferos]"
"4846",4846,"Importance of riparian forest corridors for the ocelot in agricultural landscapes"
"4847",4847,"Lowland tapirs facilitate seed dispersal in degraded Amazonian forests"
"4848",4848,"Seasonal abundance and breeding biology of the Velvet Scoter Melanitta fusca at Lake Tabatskuri, Georgia"
"4849",4849,"Spatiotemporal distribution of large- A nd medium-sized mammals and humans in the Lar Protected Area, Iran"
"4850",4850,"The brown bear Ursus arctos population in Lar Wildlife Refuge, northern Iran"
"4851",4851,"Habitat characteristics from local to landscape scales combine to shape vertebrate scavenging communities"
"4852",4852,"Camera traps provide valuable data to assess the occurrence of the Great Curassow Crax rubra in northeastern Costa Rica"
"4853",4853,"Effects of oil palm and human presence on activity patterns of terrestrial mammals in the Colombian Llanos"
"4854",4854,"Response to correspondence letter “Species responses to oil palm: Cautionary considerations for multi-site extrapolation”"
"4855",4855,"Identifying critical limits in oil palm cover for the conservation of terrestrial mammals in Colombia"
"4856",4856,"Assessing species traits and landscape relationships of the mammalian carnivore community in a neotropical biological corridor"
"4857",4857,"Comparison of hair-trapping methods for the long-tailed goral"
"4858",4858,"Where to spot: Individual identification of leopard cats (Prionailurus bengalensis euptilurus) in South Korea"
"4859",4859,"Habitat use at fire edges: Does animal activity follow temporal patterns of habitat change?"
"4860",4860,"Signal from the noise: model-based interpretation of variable correspondence between active and passive samplers"
"4861",4861,"The urban heat island of Basel - Seen from different perspectives"
"4862",4862,"Activity patterns in the reintroduced Pyrenean brown bear population"
"4863",4863,"The ecological impact of humans and dogs on wildlife in protected areas in eastern North America"
"4864",4864,"Do occupancy or detection rates from camera traps reflect deer density?"
"4865",4865,"The value of citizen science for ecological monitoring of mammals"
"4866",4866,"Urbanization focuses carnivore activity in remaining natural habitats, increasing species interactions"
"4867",4867,"Camera traps and mark-resight models: The value of ancillary data for evaluating assumptions"
"4868",4868,"Habitat selection and spatiotemporal interactions of a reintroduced mesocarnivore"
"4869",4869,"Evaluating livetrapping and camera-based indices of small-mammal density"
"4870",4870,"Jump-starting urban rat research: Conspecific pheromones recruit wild rats into a behavioral and pathogen-monitoring assay"
"4871",4871,"Human-leopard conflict in Girimukti Village, Sukabumi, Indonesia"
"4872",4872,"Factors influencing the habitat use by ocelots in one of the last large Atlantic Forest remnants in southeastern Brazil"
"4873",4873,"Interactive Effects of Nitrogen Deposition and Grazing on Plant Species Composition in a Serpentine Grassland"
"4874",4874,"Use of Atlantic Forest protected areas by free-ranging dogs: Estimating abundance and persistence of use"
"4875",4875,"Anthropogenic Disturbances Drive Domestic Dog Use of Atlantic Forest Protected Areas"
"4876",4876,"Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil"
"4877",4877,"Soil properties in relation to diversionary feeding stations for ungulates on a Mediterranean mountain"
"4878",4878,"Niche opportunity created by land cover change is driving the European hare invasion in the Neotropics"
"4879",4879,"The Vulnerable giant anteater Myrmecophaga tridactyla: New records from the Atlantic Forest highlands and an overview of its occurrence in protected areas in Brazil"
"4880",4880,"Distributon of Smooth-coated Oters Lutrogale perspicillata (Mammalia: Carnivora: Mustelidae): in Ratnagiri, Maharashtra, India"
"4881",4881,"More hair than wit: A review on carnivore related hair collecting methods"
"4882",4882,"Even a hair casts its shadow: Review and testing of noninvasive hair collecting methods of carnivore species"
"4883",4883,"Evaluating scat surveys as a tool for population and community assessments"
"4884",4884,"An annotated checklist of mammals of the Lake Meredith National Recreation Area, Texas, USA"
"4885",4885,"Reserves as double-edged sword: Avoidance behavior in an urban-adjacent wildland"
"4886",4886,"Habitat-specific densities of urban brushtail possums"
"4887",4887,"Predation of artificial bird nests in suburban gardens of KwaZulu-Natal, South Africa"
"4888",4888,"Camera-trapping as a methodology to assess the persistence of wildlife carcasses resulting from collisions with human-made structures"
"4889",4889,"Effective detection methods for medium-sized ground-dwelling mammals: A comparison between infrared digital cameras and hair tunnels"
"4890",4890,"Barriers, corridors or suitable habitat? Effect of monoculture tree plantations on the habitat use and prey availability for jaguars and pumas in the Atlantic Forest"
"4891",4891,"Estimating Leopard Panthera pardus fusca (Mammalia: Carnivora: Felidae) abundance in Kuno Wildlife Sanctuary, Madhya Pradesh, India"
"4892",4892,"Wildlife visits to farm facilities assessed by camera traps in a bovine tuberculosis-infected area in France"
"4893",4893,"Wildlife interactions on baited places and waterholes in a French area infected by bovine tuberculosis"
"4894",4894,"Comparison of three methods to assess the potential for bushpig-domestic pig interactions at the wildlife-livestock interface in Uganda"
"4895",4895,"Does fire influence the landscape-scale distribution of an invasive mesopredator?"
"4896",4896,"Good times, bad times: Inter-annual reproductive output in a montane endemic succulent (Aloe peglerae Asphodelaceae) driven by contrasting visitor responses of small mammals and birds"
"4897",4897,"Specialist and generalist avian nectarivores co-dominate visitation to a summer-flowering grassland aloe"
"4898",4898,"Status and Distribution of the Eastern Spotted Skunk in Maryland: A Historic Review and Recent Assessment"
"4899",4899,"Influence of forest structure and composition on summer habitat use of wildlife in an upland hardwood forest"
